"badword","id","kb_idx","numOccurKB","song_name","og_artist","og_idx","numOccurOG","category","anchored","year"
"toxic",3,348,0,"my love is your love","Whitney Houston",3,0,"mental health","^toxic",2001
"toxic",6,521,0,"till the world ends","Britney Spears",6,0,"mental health","^toxic",2011
"toxic",2,186,0,"girl on fire","Alicia Keys",2,0,"mental health","^toxic",2013
"transgender",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^transgender",2001
"transgender",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^transgender",2015
"transgender",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^transgender",2013
"transgender",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^transgender",2004
"transgender",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^transgender",2011
"transgender",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^transgender",2019
"trigger",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^trigger",2015
"trigger",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^trigger",2004
"trigger",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^trigger",2001
"trigger",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^trigger",2011
"trigger",4,366,0,"old town road","Lil Nas X",4,0,"violence","^trigger",2019
"trigger",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^trigger",2013
"underwear",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^underwear",2015
"underwear",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^underwear",2001
"underwear",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^underwear",2019
"underwear",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^underwear",2004
"underwear",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^underwear",2013
"underwear",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^underwear",2011
"undress",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^undress",2001
"undress",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^undress",2013
"undress",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^undress",2004
"undress",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^undress",2015
"undress",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^undress",2019
"undress",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^undress",2011
"unholy",3,348,0,"my love is your love","Whitney Houston",3,0,"religious","^unholy",2001
"unholy",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"religious","^unholy",2004
"unholy",1,42,0,"bad blood","Taylor Swift",1,0,"religious","^unholy",2015
"unholy",4,366,0,"old town road","Lil Nas X",4,0,"religious","^unholy",2019
"unholy",6,521,0,"till the world ends","Britney Spears",6,0,"religious","^unholy",2011
"unholy",2,186,0,"girl on fire","Alicia Keys",2,0,"religious","^unholy",2013
"victim",4,366,0,"old town road","Lil Nas X",4,0,"violence","^victim",2019
"victim",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^victim",2015
"victim",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^victim",2011
"victim",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^victim",2004
"victim",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^victim",2001
"victim",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^victim",2013
"vodka",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^vodka",2019
"vodka",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^vodka",2004
"vodka",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^vodka",2001
"vodka",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^vodka",2013
"vodka",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^vodka",2015
"vodka",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^vodka",2011
"war",3,348,1,"my love is your love","Whitney Houston",3,2,"violence","^war$",2001
"war",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^war$",2013
"war",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^war$",2015
"war",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^war$",2004
"war",4,366,0,"old town road","Lil Nas X",4,0,"violence","^war$",2019
"war",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^war$",2011
"waterbed",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"sexual","^waterbed$",2004
"waterbed",1,42,0,"bad blood","Taylor Swift",1,0,"sexual","^waterbed$",2015
"waterbed",6,521,0,"till the world ends","Britney Spears",6,0,"sexual","^waterbed$",2011
"waterbed",4,366,0,"old town road","Lil Nas X",4,0,"sexual","^waterbed$",2019
"waterbed",3,348,0,"my love is your love","Whitney Houston",3,0,"sexual","^waterbed$",2001
"waterbed",2,186,0,"girl on fire","Alicia Keys",2,0,"sexual","^waterbed$",2013
"weapon",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"violence","^weapon",2004
"weapon",1,42,0,"bad blood","Taylor Swift",1,0,"violence","^weapon",2015
"weapon",6,521,0,"till the world ends","Britney Spears",6,0,"violence","^weapon",2011
"weapon",3,348,0,"my love is your love","Whitney Houston",3,0,"violence","^weapon",2001
"weapon",4,366,0,"old town road","Lil Nas X",4,0,"violence","^weapon",2019
"weapon",2,186,0,"girl on fire","Alicia Keys",2,0,"violence","^weapon",2013
"whiskey",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^whiskey",2015
"whiskey",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^whiskey",2001
"whiskey",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^whiskey",2013
"whiskey",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^whiskey",2004
"whiskey",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^whiskey",2019
"whiskey",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^whiskey",2011
"wine",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"alcohol & drugs","^wine$",2004
"wine",3,348,0,"my love is your love","Whitney Houston",3,0,"alcohol & drugs","^wine$",2001
"wine",1,42,0,"bad blood","Taylor Swift",1,0,"alcohol & drugs","^wine$",2015
"wine",4,366,0,"old town road","Lil Nas X",4,0,"alcohol & drugs","^wine$",2019
"wine",2,186,0,"girl on fire","Alicia Keys",2,0,"alcohol & drugs","^wine$",2013
"wine",6,521,0,"till the world ends","Britney Spears",6,0,"alcohol & drugs","^wine$",2011
"woman",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^woman$",2004
"woman",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^woman$",2015
"woman",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^woman$",2019
"woman",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^woman$",2001
"woman",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^woman$",2011
"woman",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^woman$",2013
"women",5,495,0,"the first cut is the deepest","Sheryl Crow",5,0,"gender & sexuality","^women$",2004
"women",3,348,0,"my love is your love","Whitney Houston",3,0,"gender & sexuality","^women$",2001
"women",4,366,0,"old town road","Lil Nas X",4,0,"gender & sexuality","^women$",2019
"women",2,186,0,"girl on fire","Alicia Keys",2,0,"gender & sexuality","^women$",2013
"women",1,42,0,"bad blood","Taylor Swift",1,0,"gender & sexuality","^women$",2015
"women",6,521,0,"till the world ends","Britney Spears",6,0,"gender & sexuality","^women$",2011
